Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
48336,-1.472364839778122,-0.9461967187056125,0.5848080083698417,0.4103185886628225,-0.20102337599176154,0.34969071518293415,-0.97757550229876,-1.2573065360065974,-2.7465573316421117,-0.3348553178832739,-0.4980679951778257,-0.40415391643680865,-0.973482234256941,1.629189722112667,-0.5010990910691706,-0.1423896580874206,-0.5052528424676904,-0.13344580348759716,-2.6605906969555715,0.7337534883345642,0.6575429771053314,-0.9840857267078752,-2.0665042787362853,0.021710547099635543,0.5173091803509539,-0.06321332955798184,-1.147054082503646,0.46115028232636346,2.0,0
145879,-0.801341143457143,0.8692035232693098,-0.38043261017949215,-0.5873548970682289,0.19236484340915525,1.4768968916616632,-0.6254090863395281,-0.5714655301805837,-1.9390550842565357,-0.19421289415694404,-1.0548450392402813,0.7075582617260284,0.4444727418601491,0.3296447837340479,0.3862895705463844,0.4867259740394843,-1.9940732485863262,0.2782448087025916,0.5485268920839984,0.5109584032974204,0.350804792865421,-1.0251096810433773,0.4194135902582767,-0.9092831172028021,-1.0682548430799494,0.11033070456764486,0.2016736878912411,0.9464425995018815,11.52,0
134762,-0.6354412896726043,0.25627121595706764,0.36788068200783974,1.2766166390324383,-0.021473837196085217,1.1497729040932827,1.3890283351466117,1.9113080456734448,-0.7845188669950466,-1.0281309481322405,-1.88583740379952,-1.7144284680714772,-1.967480058208378,-0.16527064997870608,0.7800267183540764,1.2102267522680197,0.9960743870804262,0.3761695288444741,-1.2033764299902892,1.38518142744827,-0.3717736533815278,1.3178261888441274,-0.3688534789407056,-0.7697191625755324,0.6912051763250155,1.0048504523769313,0.2597483101172844,-1.2516070198697289,12.16,0
172507,0.4914549299608989,0.15878130073990016,0.25315952759167876,-1.5785200215948145,-0.15291828793812,-0.34149482860361663,-0.2570157557387716,-1.0240304467719743,0.7725026153098749,1.849835570058913,-1.0977755240022786,-0.5397687124883029,0.9494144470746095,0.3135867396688891,-0.4769857878964034,-0.8369211280910169,-0.03355197140840489,0.7469706094017479,0.35125396225566125,-1.0497877817341756,0.06100065086670504,1.084444824675481,-0.5410261720036686,0.546157283577136,-1.1061598379166415,-0.07612377628028616,-2.581693100074916,-1.1811725971591884,2.31,0
104618,1.8032595611859028,0.8552167008834991,0.5407601369237898,-1.01537216328018,1.1385027418642997,-1.1753703992661864,-1.3327868264430578,-1.1597687799201475,-0.9443604805233832,1.146025057514472,0.78682490468698,-1.1148114736144923,-0.6320926891896232,-1.4051775494757934,0.6942398133821597,-2.031446061961464,-0.2612037734802617,-0.3697990558471518,0.4123585602351135,-0.12852246245397514,-1.3966176343353094,-0.4005503195733457,-0.9506234403230359,-0.2911944776966303,0.9561590582900139,-1.0261592222728628,0.03929304217449003,0.774014309343029,26.0,0
114031,-0.21846480116208078,0.04186572544947042,0.642813666871441,0.9389849025777232,0.6851326747780238,-0.06737402235293827,0.7422602916631945,1.30973219129618,-1.594700524519942,0.3056195994080111,-1.06069886963352,0.02078676974958345,-0.708570232556741,0.11607966156535364,1.6163140599761743,-0.4124529837509472,0.71342612821698,-2.033250454007877,0.14889363669388556,0.2541809694108747,-2.0916542625597883,-2.0264952058709116,-0.46393692601692066,-0.29319478666240206,-0.1429593471722467,-2.160362255606745,0.19718220078652346,0.14750429271530946,11.83,0
164961,2.0093921880200063,-0.45083397709831285,0.9546493602847627,-1.3039963536590684,-0.12023027656095411,1.668254566866846,-1.693375518426525,-0.5236798321624074,0.23924576388615282,1.2970132689814637,-1.2751268279894448,-0.35335222118584325,1.4135275881663725,-0.2713435653479691,-0.021192995964536727,1.398731153816074,0.5732386120469882,-1.3892149429040115,-0.5857513728700215,-1.3847202219191903,-1.7669856039242493,1.8952999548350176,-0.5945355865855146,-0.6029813182957536,1.0922300798034705,1.0333570602761735,0.6717050148941079,0.22271666996254447,50.81,0
61142,0.15188744454986428,1.5462099162128986,-0.06282015903253094,0.5522289738272141,2.126234464587793,-0.1176168990060921,1.657979607832376,-1.0868379728018882,2.5569307217698625,0.42075587940723647,0.40528077843327537,0.02139611270323681,1.1102020019676242,-0.2787607936131285,-1.9294285656349002,-0.8318356141253661,-2.1074858662254465,0.3740614379669004,0.46852717759425055,0.08568487076930764,0.7756401801181025,1.7801473954369702,0.7488724066505552,-1.1100730877862817,-0.3484781634957331,0.5901856336251499,0.6430909791736356,-1.1083541932169,11.55,0
158699,1.0216690239970856,-1.0550323046128445,1.0634699415224265,0.07974557742462626,1.0287234756259005,1.8424729939913191,-0.016235886759822273,-0.6037776077636214,-0.6447311618251822,0.45858507429746254,-0.43263784287965,-1.4031388996471166,0.9875854523787805,0.7628608088214287,-1.6597625962739737,1.508812095027117,-0.05232965516892617,-1.0381924228937929,-1.2567793516499774,0.21802165036071533,0.18011576033120874,0.9603164904199843,1.0814216939805175,-0.46007034376608874,-0.09695132214747833,-0.6840861981248039,-0.005130112492883739,0.513969155966898,18.68,0
43780,0.5117350972727601,0.9986931180842509,2.4038984921763684,-1.588108709832191,1.4119981182035988,0.29264806372356206,0.4824862848832334,0.3462329304641592,-0.2599879151535454,-0.9120889784521875,0.06951544894219533,-1.1609413474412604,-0.37949620669103473,0.5077608036274049,-0.18713521966674404,-1.1811530015862945,-0.18746277831905817,0.5380524899288881,-0.9640797195118553,0.04741603965968161,0.95326205257086,-1.0239688976141483,-0.13762074850773118,-1.29501853206385,0.6619416364371352,-0.599695952177441,0.31662894203947806,-0.4514558660355446,4.95,0
